800803,545538.589,201862.300,323.537,Lepcso
800804,545545.566,201858.434,323.789,Lepcso
800805,545552.012,201855.044,324.222,Lepcso
800900,545552.147,201854.963,324.485,Lepcso
800901,545567.579,201885.329,324.063,Lepcso
800902,545574.563,201899.578,323.989,Lepcso
800903,545584.844,201920.881,323.565,Lepcso
800904,545585.647,201920.421,323.657,Lepcso
800905,545577.746,201903.992,323.912,Lepcso
800906,545564.757,201877.932,324.236,Lepcso
800907,545552.923,201854.497,324.471,Lepcso
801000,545553.030,201854.484,325.008,Lepcso
801001,545567.844,201883.740,324.662,Lepcso
801002,545573.767,201895.855,324.483,Lepcso
801003,545585.177,201919.133,324.134,Lepcso
801004,545587.596,201924.283,323.994,Lepcso
801005,545593.069,201935.662,323.801,Lepcso
801006,545595.497,201941.648,323.981,Lepcso
801007,545599.648,201954.014,323.894,Lepcso
801008,545594.978,201955.882,323.681,Lepcso
801009,545589.574,201958.468,323.408,Lepcso
801010,545593.299,201962.517,323.686,Lepcso
801011,545598.078,201960.566,323.936,Lepcso
801012,545602.178,201958.744,324.042,Lepcso
801013,545600.092,201952.344,323.978,Lepcso
801014,545594.557,201936.760,323.850,Lepcso
801015,545588.444,201923.981,324.115,Lepcso
801016,545585.794,201918.635,324.228,Lepcso
801017,545578.840,201904.120,324.440,Lepcso
801018,545569.399,201884.984,324.692,Lepcso
801019,545559.922,201866.203,324.857,Lepcso
801020,545553.857,201854.051,325.090,Lepcso
801100,545553.731,201853.797,325.483,Lepcso
801101,545540.067,201861.069,324.883,Lepcso
801102,545538.037,201856.814,324.934,Lepcso
801103,545546.334,201852.521,325.291,Lepcso
801104,545552.241,201849.287,325.552,Lepcso
801105,545554.530,201853.083,325.596,Lepcso
801106,545560.998,201866.011,325.354,Lepcso
801107,545574.670,201893.392,325.066,Lepcso
801108,545585.433,201915.496,324.731,Lepcso
801109,545595.397,201936.196,324.295,Lepcso
801110,545597.105,201940.505,324.574,Lepcso
801111,545603.078,201958.342,324.768,Lepcso
801112,545602.520,201958.640,324.776,Lepcso
801113,545600.045,201951.844,324.547,Lepcso
801114,545596.828,201942.351,324.561,Lepcso
801115,545594.515,201936.251,324.213,Lepcso
801116,545588.653,201924.030,324.587,Lepcso
801117,545581.414,201909.055,324.715,Lepcso
801118,545572.582,201890.974,325.072,Lepcso
801119,545561.768,201869.630,325.285,Lepcso
801200,545552.469,201848.910,326.149,Lepcso
801201,545568.509,201880.660,325.728,Lepcso
801202,545583.694,201911.719,325.328,Lepcso
801203,545594.575,201934.229,324.833,Lepcso
801204,545598.422,201944.097,325.109,Lepcso
801205,545603.292,201958.600,325.373,Lepcso
801206,545592.431,201963.170,324.910,Lepcso
801207,545595.764,201967.860,325.027,Lepcso
801208,545604.371,201964.250,325.445,Lepcso
801209,545603.491,201959.449,325.430,Lepcso
801210,545604.465,201959.310,325.565,Lepcso
801211,545600.523,201947.451,325.157,Lepcso
801212,545596.679,201936.640,324.892,Lepcso
801213,545590.873,201924.533,325.078,Lepcso
801214,545580.276,201902.492,325.464,Lepcso
801215,545572.851,201887.338,325.694,Lepcso
801216,545561.272,201864.403,325.934,Lepcso
801217,545553.456,201849.017,326.210,Lepcso
801300,545553.692,201848.988,326.728,Lepcso
801301,545564.117,201869.728,326.366,Lepcso
801302,545573.187,201887.694,326.182,Lepcso
801303,545583.764,201909.396,325.863,Lepcso
801304,545592.210,201926.765,325.431,Lepcso
801305,545597.526,201937.857,325.500,Lepcso
801306,545602.686,201953.537,325.800,Lepcso
801307,545604.493,201958.617,326.030,Lepcso
801308,545605.763,201962.680,326.667,Lepcso
801309,545606.063,201964.776,326.644,Lepcso
801310,545607.518,201968.034,326.688,Lepcso
801311,545599.050,201972.035,326.266,Lepcso
801312,545597.639,201970.139,326.096,Lepcso
801313,545595.994,201971.222,326.024,Lepcso
801314,545601.074,201980.271,326.374,Lepcso
801315,545607.543,201977.453,326.661,Lepcso
801316,545610.360,201976.075,326.785,Lepcso
801317,545610.974,201975.223,326.747,Lepcso
801318,545608.342,201969.447,326.757,Lepcso
801319,545608.907,201968.906,326.815,Lepcso
801320,545606.919,201962.625,326.740,Lepcso
801321,545604.968,201957.433,326.037,Lepcso
801322,545598.567,201938.451,325.662,Lepcso
801323,545585.761,201911.550,325.897,Lepcso
801324,545573.910,201887.317,326.236,Lepcso
801325,545571.606,201882.783,326.292,Lepcso
801326,545554.353,201848.659,326.744,Lepcso
801500,545549.391,201844.938,328.094,Lepcso
801501,545538.745,201850.005,327.501,Lepcso
801502,545537.233,201846.623,327.725,Lepcso
801503,545547.126,201841.090,328.222,Lepcso
801400,545550.430,201844.702,326.990,Lepcso
801401,545537.426,201851.938,326.286,Lepcso
801402,545539.512,201855.555,326.212,Lepcso
801403,545548.024,201851.570,326.645,Lepcso
801404,545552.990,201848.349,327.022,Lepcso
801405,545553.636,201848.859,327.000,Lepcso
801406,545554.530,201848.455,327.147,Lepcso
801407,545563.588,201866.756,327.234,Lepcso
801408,545570.022,201879.528,327.187,Lepcso
801409,545571.629,201881.969,326.794,Lepcso
801410,545572.189,201881.967,326.522,Lepcso
801411,545572.644,201882.110,326.819,Lepcso
801412,545572.221,201883.836,326.995,Lepcso
801413,545581.447,201902.254,327.290,Lepcso
801414,545584.979,201909.745,326.899,Lepcso
801415,545589.995,201919.888,326.713,Lepcso
801416,545595.194,201930.932,326.762,Lepcso
801417,545598.356,201937.723,326.734,Lepcso
801418,545600.971,201945.395,326.667,Lepcso
801419,545604.949,201957.159,326.935,Lepcso
801420,545607.522,201962.521,327.629,Lepcso
801421,545609.735,201968.988,327.372,Lepcso
801422,545606.800,201959.437,327.678,Lepcso
801423,545602.543,201945.962,327.777,Lepcso
801424,545600.790,201940.415,327.821,Lepcso
801425,545595.242,201928.846,327.625,Lepcso
801426,545584.976,201907.690,327.409,Lepcso
801427,545581.515,201902.222,327.308,Lepcso
801600,545600.448,201980.668,327.001,Lepcso
801601,545596.754,201973.489,326.845,Lepcso
801602,545594.803,201979.219,326.773,Lepcso
801603,545591.053,201962.990,325.443,Lepcso
801604,545586.398,201965.127,325.043,Lepcso
801605,545585.363,201954.766,323.731,Lepcso
801606,545579.944,201956.527,323.516,Lepcso
801607,545579.111,201946.173,322.706,Lepcso
801608,545572.665,201947.009,321.931,Lepcso
801609,545566.733,201943.109,320.562,Lepcso
801610,545573.002,201938.923,321.287,Lepcso
801611,545579.952,201944.508,321.495,Lepcso
801612,545584.581,201949.830,321.709,Lepcso
801613,545587.214,201953.826,321.894,Lepcso
801614,545595.060,201950.555,322.235,Lepcso
801615,545592.248,201941.632,322.159,Lepcso
801616,545584.796,201925.705,322.028,Lepcso
801700,545584.312,201924.459,322.388,Lepcso
801701,545589.454,201935.200,322.213,Lepcso
801702,545592.530,201942.129,322.445,Lepcso
801703,545595.167,201950.532,322.236,Lepcso
801704,545595.985,201950.208,322.432,Lepcso
801705,545593.689,201942.886,322.457,Lepcso
801706,545591.552,201937.434,322.255,Lepcso
801707,545585.049,201923.976,322.588,Lepcso
801800,545585.163,201923.997,322.934,Lepcso
801801,545590.710,201935.141,322.747,Lepcso
801802,545593.105,201940.663,322.875,Lepcso
801803,545596.169,201950.449,322.713,Lepcso
801804,545587.313,201954.176,322.426,Lepcso
801805,545590.219,201958.014,322.571,Lepcso
801806,545598.462,201954.432,322.991,Lepcso
801807,545597.111,201949.966,322.863,Lepcso
801808,545594.450,201942.214,323.045,Lepcso
801809,545592.248,201936.660,322.736,Lepcso
801810,545585.959,201923.554,323.072,Lepcso
801900,545586.105,201923.486,323.645,Lepcso
801901,545591.406,201934.325,323.232,Lepcso
801902,545594.169,201941.110,323.414,Lepcso
801903,545598.618,201954.384,323.455,Lepcso
801904,545599.645,201953.923,323.560,Lepcso
801905,545596.115,201943.570,323.522,Lepcso
801906,545591.481,201932.519,323.402,Lepcso
801907,545586.822,201922.802,323.777,Lepcso
801617,545581.012,201927.053,321.779,Lepcso
801618,545570.483,201932.020,321.410,Lepcso
801619,545569.032,201929.068,321.400,Lepcso
802000,545572.075,201929.954,319.735,Lepcso
802001,545576.690,201927.992,319.560,Lepcso
802002,545578.918,201927.003,320.442,Lepcso
802003,545584.309,201924.517,321.218,Lepcso
802004,545584.606,201924.035,322.104,Lepcso
802005,545584.917,201922.502,322.408,Lepcso
802006,545583.408,201921.485,322.419,Lepcso
802007,545583.027,201921.670,321.163,Lepcso
802008,545579.578,201923.302,320.536,Lepcso
802009,545576.316,201924.890,320.333,Lepcso
802010,545575.374,201925.368,319.633,Lepcso
802011,545571.958,201926.989,319.725,Lepcso
802012,545571.043,201928.793,320.111,Lepcso
